filename,area,point_id,label_beauty,label_safety,label_comfort,label_uvi,notes
KAYUTANGAN_UB-09.jpg,KAYUTANGAN,UB-09,,,,,
KAYUTANGAN_UT-10.jpg,KAYUTANGAN,UT-10,,,,,
KAYUTANGAN_UT-11.jpg,KAYUTANGAN,UT-11,,,,,
KAYUTANGAN_UT-12.jpg,KAYUTANGAN,UT-12,,,,,
KAYUTANGAN_UB-10.jpg,KAYUTANGAN,UB-10,,,,,
KAYUTANGAN_UB-11.jpg,KAYUTANGAN,UB-11,,,,,
KAYUTANGAN_UB-12.jpg,KAYUTANGAN,UB-12,,,,,
KAYUTANGAN_UT-13.jpg,KAYUTANGAN,UT-13,,,,,
KAYUTANGAN_UT-14.jpg,KAYUTANGAN,UT-14,,,,,
KAYUTANGAN_UT-15.jpg,KAYUTANGAN,UT-15,,,,,
KAYUTANGAN_UB-13.jpg,KAYUTANGAN,UB-13,,,,,
KAYUTANGAN_UB-14.jpg,KAYUTANGAN,UB-14,,,,,
KAYUTANGAN_UB-15.jpg,KAYUTANGAN,UB-15,,,,,
KAYUTANGAN_UT-16.jpg,KAYUTANGAN,UT-16,,,,,
KAYUTANGAN_UT-17.jpg,KAYUTANGAN,UT-17,,,,,
KAYUTANGAN_UT-18.jpg,KAYUTANGAN,UT-18,,,,,
KAYUTANGAN_UB-16.jpg,KAYUTANGAN,UB-16,,,,,
KAYUTANGAN_UB-17.jpg,KAYUTANGAN,UB-17,,,,,
KAYUTANGAN_UB-18.jpg,KAYUTANGAN,UB-18,,,,,
KAYUTANGAN_UT-19.jpg,KAYUTANGAN,UT-19,,,,,
KAYUTANGAN_UT-20.jpg,KAYUTANGAN,UT-20,,,,,
KAYUTANGAN_UT-21.jpg,KAYUTANGAN,UT-21,,,,,
KAYUTANGAN_UB-19.jpg,KAYUTANGAN,UB-19,,,,,
KAYUTANGAN_UB-20.jpg,KAYUTANGAN,UB-20,,,,,
KAYUTANGAN_UB-21.jpg,KAYUTANGAN,UB-21,,,,,
KAYUTANGAN_UT-22.jpg,KAYUTANGAN,UT-22,,,,,
KAYUTANGAN_UT-23.jpg,KAYUTANGAN,UT-23,,,,,
KAYUTANGAN_UT-24.jpg,KAYUTANGAN,UT-24,,,,,
KAYUTANGAN_UB-22.jpg,KAYUTANGAN,UB-22,,,,,
KAYUTANGAN_UB-23.jpg,KAYUTANGAN,UB-23,,,,,
KAYUTANGAN_UB-24.jpg,KAYUTANGAN,UB-24,,,,,
KAYUTANGAN_UT-25.jpg,KAYUTANGAN,UT-25,,,,,
KAYUTANGAN_UT-26.jpg,KAYUTANGAN,UT-26,,,,,
KAYUTANGAN_UT-27.jpg,KAYUTANGAN,UT-27,,,,,
KAYUTANGAN_UB-25.jpg,KAYUTANGAN,UB-25,,,,,
KAYUTANGAN_UB-26.jpg,KAYUTANGAN,UB-26,,,,,
KAYUTANGAN_UB-27.jpg,KAYUTANGAN,UB-27,,,,,
KAYUTANGAN_UT-28.jpg,KAYUTANGAN,UT-28,,,,,
KAYUTANGAN_UT-29.jpg,KAYUTANGAN,UT-29,,,,,
KAYUTANGAN_UT-30.jpg,KAYUTANGAN,UT-30,,,,,
KAYUTANGAN_UB-28.jpg,KAYUTANGAN,UB-28,,,,,
KAYUTANGAN_UB-29.jpg,KAYUTANGAN,UB-29,,,,,
KAYUTANGAN_UB-30.jpg,KAYUTANGAN,UB-30,,,,,
KAYUTANGAN_BU-01.jpg,KAYUTANGAN,BU-01,,,,,
KAYUTANGAN_BU-02.jpg,KAYUTANGAN,BU-02,,,,,
KAYUTANGAN_BU-03.jpg,KAYUTANGAN,BU-03,,,,,
KAYUTANGAN_BS-01.jpg,KAYUTANGAN,BS-01,,,,,
KAYUTANGAN_BS-02.jpg,KAYUTANGAN,BS-02,,,,,
KAYUTANGAN_BS-03.jpg,KAYUTANGAN,BS-03,,,,,
KAYUTANGAN_BS-04.jpg,KAYUTANGAN,BS-04,,,,,
KAYUTANGAN_BS-05.jpg,KAYUTANGAN,BS-05,,,,,
KAYUTANGAN_BS-06.jpg,KAYUTANGAN,BS-06,,,,,
KAYUTANGAN_BU-04.jpg,KAYUTANGAN,BU-04,,,,,
KAYUTANGAN_BU-05.jpg,KAYUTANGAN,BU-05,,,,,
KAYUTANGAN_BU-06.jpg,KAYUTANGAN,BU-06,,,,,
KAYUTANGAN_BS-07.jpg,KAYUTANGAN,BS-07,,,,,
KAYUTANGAN_BS-08.jpg,KAYUTANGAN,BS-08,,,,,
KAYUTANGAN_BS-09.jpg,KAYUTANGAN,BS-09,,,,,
KAYUTANGAN_BU-07.jpg,KAYUTANGAN,BU-07,,,,,
KAYUTANGAN_BU-08.jpg,KAYUTANGAN,BU-08,,,,,
KAYUTANGAN_BU-09.jpg,KAYUTANGAN,BU-09,,,,,
KAYUTANGAN_BS-10.jpg,KAYUTANGAN,BS-10,,,,,
KAYUTANGAN_BS-11.jpg,KAYUTANGAN,BS-11,,,,,
KAYUTANGAN_BS-12.jpg,KAYUTANGAN,BS-12,,,,,
KAYUTANGAN_BU-10.jpg,KAYUTANGAN,BU-10,,,,,
KAYUTANGAN_BU-11.jpg,KAYUTANGAN,BU-11,,,,,
KAYUTANGAN_BU-12.jpg,KAYUTANGAN,BU-12,,,,,
KAYUTANGAN_BS-13.jpg,KAYUTANGAN,BS-13,,,,,
KAYUTANGAN_BU-13.jpg,KAYUTANGAN,BU-13,,,,,
KAYUTANGAN_TS-01.jpg,KAYUTANGAN,TS-01,,,,,
KAYUTANGAN_TS-02.jpg,KAYUTANGAN,TS-02,,,,,
KAYUTANGAN_TS-03.jpg,KAYUTANGAN,TS-03,,,,,
KAYUTANGAN_TU-01.jpg,KAYUTANGAN,TU-01,,,,,
KAYUTANGAN_TU-02.jpg,KAYUTANGAN,TU-02,,,,,
KAYUTANGAN_TU-03.jpg,KAYUTANGAN,TU-03,,,,,
KAYUTANGAN_TS-04.jpg,KAYUTANGAN,TS-04,,,,,
KAYUTANGAN_TS-05.jpg,KAYUTANGAN,TS-05,,,,,
KAYUTANGAN_TS-06.jpg,KAYUTANGAN,TS-06,,,,,
KAYUTANGAN_TU-04.jpg,KAYUTANGAN,TU-04,,,,,
KAYUTANGAN_TU-05.jpg,KAYUTANGAN,TU-05,,,,,
KAYUTANGAN_TU-06.jpg,KAYUTANGAN,TU-06,,,,,
KAYUTANGAN_TS-07.jpg,KAYUTANGAN,TS-07,,,,,
KAYUTANGAN_TS-08.jpg,KAYUTANGAN,TS-08,,,,,
KAYUTANGAN_TS-09.jpg,KAYUTANGAN,TS-09,,,,,
KAYUTANGAN_TU-07.jpg,KAYUTANGAN,TU-07,,,,,
KAYUTANGAN_TU-08.jpg,KAYUTANGAN,TU-08,,,,,
KAYUTANGAN_TU-09.jpg,KAYUTANGAN,TU-09,,,,,
KAYUTANGAN_TS-10.jpg,KAYUTANGAN,TS-10,,,,,
KAYUTANGAN_TS-11.jpg,KAYUTANGAN,TS-11,,,,,
KAYUTANGAN_TS-12.jpg,KAYUTANGAN,TS-12,,,,,
KAYUTANGAN_TU-10.jpg,KAYUTANGAN,TU-10,,,,,
KAYUTANGAN_TU-11.jpg,KAYUTANGAN,TU-11,,,,,
KAYUTANGAN_TU-12.jpg,KAYUTANGAN,TU-12,,,,,
KAYUTANGAN_TS-13.jpg,KAYUTANGAN,TS-13,,,,,
KAYUTANGAN_TS-14.jpg,KAYUTANGAN,TS-14,,,,,
KAYUTANGAN_TU-13.jpg,KAYUTANGAN,TU-13,,,,,
KAYUTANGAN_TU-14.jpg,KAYUTANGAN,TU-14,,,,,
KAYUTANGAN_BU-01_2.jpg,KAYUTANGAN,BU-01,,,,,
KAYUTANGAN_BU-02_2.jpg,KAYUTANGAN,BU-02,,,,,
KAYUTANGAN_BU-03_2.jpg,KAYUTANGAN,BU-03,,,,,
KAYUTANGAN_BS-01_2.jpg,KAYUTANGAN,BS-01,,,,,
KAYUTANGAN_BS-02_2.jpg,KAYUTANGAN,BS-02,,,,,
KAYUTANGAN_BS-03_2.jpg,KAYUTANGAN,BS-03,,,,,
KAYUTANGAN_BS-04_2.jpg,KAYUTANGAN,BS-04,,,,,
KAYUTANGAN_BS-05_2.jpg,KAYUTANGAN,BS-05,,,,,
KAYUTANGAN_BS-06_2.jpg,KAYUTANGAN,BS-06,,,,,
KAYUTANGAN_BU-04_2.jpg,KAYUTANGAN,BU-04,,,,,
KAYUTANGAN_BU-05_2.jpg,KAYUTANGAN,BU-05,,,,,
KAYUTANGAN_BU-06_2.jpg,KAYUTANGAN,BU-06,,,,,
KAYUTANGAN_BS-07_2.jpg,KAYUTANGAN,BS-07,,,,,
KAYUTANGAN_BS-08_2.jpg,KAYUTANGAN,BS-08,,,,,
KAYUTANGAN_BS-09_2.jpg,KAYUTANGAN,BS-09,,,,,
KAYUTANGAN_BU-07_2.jpg,KAYUTANGAN,BU-07,,,,,
KAYUTANGAN_BU-08_2.jpg,KAYUTANGAN,BU-08,,,,,
KAYUTANGAN_BU-09_2.jpg,KAYUTANGAN,BU-09,,,,,
KAYUTANGAN_BS-10_2.jpg,KAYUTANGAN,BS-10,,,,,
KAYUTANGAN_BS-11_2.jpg,KAYUTANGAN,BS-11,,,,,
KAYUTANGAN_BS-12_2.jpg,KAYUTANGAN,BS-12,,,,,
KAYUTANGAN_BU-10_2.jpg,KAYUTANGAN,BU-10,,,,,
KAYUTANGAN_BU-11_2.jpg,KAYUTANGAN,BU-11,,,,,
KAYUTANGAN_BU-12_2.jpg,KAYUTANGAN,BU-12,,,,,
KAYUTANGAN_BS-13_2.jpg,KAYUTANGAN,BS-13,,,,,
KAYUTANGAN_BS-14.jpg,KAYUTANGAN,BS-14,,,,,
KAYUTANGAN_BS-15.jpg,KAYUTANGAN,BS-15,,,,,
KAYUTANGAN_BU-13_2.jpg,KAYUTANGAN,BU-13,,,,,
KAYUTANGAN_BU-14.jpg,KAYUTANGAN,BU-14,,,,,
KAYUTANGAN_BU-15.jpg,KAYUTANGAN,BU-15,,,,,
KAYUTANGAN_BS-16.jpg,KAYUTANGAN,BS-16,,,,,
KAYUTANGAN_BS-17.jpg,KAYUTANGAN,BS-17,,,,,
KAYUTANGAN_BS-18.jpg,KAYUTANGAN,BS-18,,,,,
KAYUTANGAN_BU-16.jpg,KAYUTANGAN,BU-16,,,,,
KAYUTANGAN_BU-17.jpg,KAYUTANGAN,BU-17,,,,,
KAYUTANGAN_BU-18.jpg,KAYUTANGAN,BU-18,,,,,
KAYUTANGAN_BS-19.jpg,KAYUTANGAN,BS-19,,,,,
KAYUTANGAN_BS-20.jpg,KAYUTANGAN,BS-20,,,,,
KAYUTANGAN_BS-21.jpg,KAYUTANGAN,BS-21,,,,,
KAYUTANGAN_BU-19.jpg,KAYUTANGAN,BU-19,,,,,
KAYUTANGAN_BU-20.jpg,KAYUTANGAN,BU-20,,,,,
KAYUTANGAN_BU-21.jpg,KAYUTANGAN,BU-21,,,,,
KAYUTANGAN_BS-22.jpg,KAYUTANGAN,BS-22,,,,,
KAYUTANGAN_BS-23.jpg,KAYUTANGAN,BS-23,,,,,
KAYUTANGAN_BS-24.jpg,KAYUTANGAN,BS-24,,,,,
KAYUTANGAN_BU-22.jpg,KAYUTANGAN,BU-22,,,,,
KAYUTANGAN_BU-23.jpg,KAYUTANGAN,BU-23,,,,,
KAYUTANGAN_BU-24.jpg,KAYUTANGAN,BU-24,,,,,
KAYUTANGAN_BS-25.jpg,KAYUTANGAN,BS-25,,,,,
KAYUTANGAN_BS-26.jpg,KAYUTANGAN,BS-26,,,,,
KAYUTANGAN_BS-27.jpg,KAYUTANGAN,BS-27,,,,,
KAYUTANGAN_BU-25.jpg,KAYUTANGAN,BU-25,,,,,
KAYUTANGAN_BU-26.jpg,KAYUTANGAN,BU-26,,,,,
KAYUTANGAN_BU-27.jpg,KAYUTANGAN,BU-27,,,,,
KAYUTANGAN_BS-28.jpg,KAYUTANGAN,BS-28,,,,,
KAYUTANGAN_BS-29.jpg,KAYUTANGAN,BS-29,,,,,
KAYUTANGAN_BS-30.jpg,KAYUTANGAN,BS-30,,,,,
KAYUTANGAN_BU-28.jpg,KAYUTANGAN,BU-28,,,,,
KAYUTANGAN_BU-29.jpg,KAYUTANGAN,BU-29,,,,,
KAYUTANGAN_BU-30.jpg,KAYUTANGAN,BU-30,,,,,
KAYUTANGAN_BS-31.jpg,KAYUTANGAN,BS-31,,,,,
KAYUTANGAN_BS-32.jpg,KAYUTANGAN,BS-32,,,,,
KAYUTANGAN_BS-33.jpg,KAYUTANGAN,BS-33,,,,,
KAYUTANGAN_BU-31.jpg,KAYUTANGAN,BU-31,,,,,
KAYUTANGAN_BU-32.jpg,KAYUTANGAN,BU-32,,,,,
KAYUTANGAN_BU-33.jpg,KAYUTANGAN,BU-33,,,,,
KAYUTANGAN_BS-34.jpg,KAYUTANGAN,BS-34,,,,,
KAYUTANGAN_BS-35.jpg,KAYUTANGAN,BS-35,,,,,
KAYUTANGAN_BS-36.jpg,KAYUTANGAN,BS-36,,,,,
KAYUTANGAN_BU-34.jpg,KAYUTANGAN,BU-34,,,,,
KAYUTANGAN_BU-35.jpg,KAYUTANGAN,BU-35,,,,,
KAYUTANGAN_BU-36.jpg,KAYUTANGAN,BU-36,,,,,
KAYUTANGAN_TS-01_2.jpg,KAYUTANGAN,TS-01,,,,,
KAYUTANGAN_TS-02_2.jpg,KAYUTANGAN,TS-02,,,,,
KAYUTANGAN_TS-03_2.jpg,KAYUTANGAN,TS-03,,,,,
KAYUTANGAN_TU-01_2.jpg,KAYUTANGAN,TU-01,,,,,
KAYUTANGAN_TU-02_2.jpg,KAYUTANGAN,TU-02,,,,,
KAYUTANGAN_TU-03_2.jpg,KAYUTANGAN,TU-03,,,,,
KAYUTANGAN_TS-04_2.jpg,KAYUTANGAN,TS-04,,,,,
KAYUTANGAN_TS-05_2.jpg,KAYUTANGAN,TS-05,,,,,
KAYUTANGAN_TS-06.png,KAYUTANGAN,TS-06,,,,,
KAYUTANGAN_TU-04_2.jpg,KAYUTANGAN,TU-04,,,,,
KAYUTANGAN_TU-05_2.jpg,KAYUTANGAN,TU-05,,,,,
KAYUTANGAN_TU-06_2.jpg,KAYUTANGAN,TU-06,,,,,
KAYUTANGAN_TS-07_2.jpg,KAYUTANGAN,TS-07,,,,,
KAYUTANGAN_TS-08_2.jpg,KAYUTANGAN,TS-08,,,,,
KAYUTANGAN_TS-09_2.jpg,KAYUTANGAN,TS-09,,,,,
KAYUTANGAN_TU-07_2.jpg,KAYUTANGAN,TU-07,,,,,
KAYUTANGAN_TU-08_2.jpg,KAYUTANGAN,TU-08,,,,,
KAYUTANGAN_TU-09_2.jpg,KAYUTANGAN,TU-09,,,,,
KAYUTANGAN_TS-10_2.jpg,KAYUTANGAN,TS-10,,,,,
KAYUTANGAN_TS-11_2.jpg,KAYUTANGAN,TS-11,,,,,
KAYUTANGAN_TS-12_2.jpg,KAYUTANGAN,TS-12,,,,,
KAYUTANGAN_TU-10_2.jpg,KAYUTANGAN,TU-10,,,,,
KAYUTANGAN_TU-11_2.jpg,KAYUTANGAN,TU-11,,,,,
KAYUTANGAN_TU-12_2.jpg,KAYUTANGAN,TU-12,,,,,
KAYUTANGAN_TS-13_2.jpg,KAYUTANGAN,TS-13,,,,,
KAYUTANGAN_TS-14_2.jpg,KAYUTANGAN,TS-14,,,,,
KAYUTANGAN_TS-15.jpg,KAYUTANGAN,TS-15,,,,,
KAYUTANGAN_TU-13_2.jpg,KAYUTANGAN,TU-13,,,,,
KAYUTANGAN_TU-14_2.jpg,KAYUTANGAN,TU-14,,,,,
KAYUTANGAN_TU-15.jpg,KAYUTANGAN,TU-15,,,,,
KAYUTANGAN_TS-16.jpg,KAYUTANGAN,TS-16,,,,,
KAYUTANGAN_TS-17.jpg,KAYUTANGAN,TS-17,,,,,
KAYUTANGAN_TS-18.jpg,KAYUTANGAN,TS-18,,,,,
KAYUTANGAN_TU-16.jpg,KAYUTANGAN,TU-16,,,,,
KAYUTANGAN_TU-17.jpg,KAYUTANGAN,TU-17,,,,,
KAYUTANGAN_TU-18.jpg,KAYUTANGAN,TU-18,,,,,
KAYUTANGAN_TS-19.jpg,KAYUTANGAN,TS-19,,,,,
KAYUTANGAN_TS-20.jpg,KAYUTANGAN,TS-20,,,,,
KAYUTANGAN_TS-21.jpg,KAYUTANGAN,TS-21,,,,,
KAYUTANGAN_TU-19.jpg,KAYUTANGAN,TU-19,,,,,
KAYUTANGAN_TU-20.jpg,KAYUTANGAN,TU-20,,,,,
KAYUTANGAN_TU-21.jpg,KAYUTANGAN,TU-21,,,,,
KAYUTANGAN_TS-22.jpg,KAYUTANGAN,TS-22,,,,,
KAYUTANGAN_TS-23.jpg,KAYUTANGAN,TS-23,,,,,
KAYUTANGAN_TS-24.jpg,KAYUTANGAN,TS-24,,,,,
KAYUTANGAN_TU-22.jpg,KAYUTANGAN,TU-22,,,,,
KAYUTANGAN_TU-23.jpg,KAYUTANGAN,TU-23,,,,,
KAYUTANGAN_TU-24.jpg,KAYUTANGAN,TU-24,,,,,
KAYUTANGAN_TS-25.jpg,KAYUTANGAN,TS-25,,,,,
KAYUTANGAN_TS-26.jpg,KAYUTANGAN,TS-26,,,,,
KAYUTANGAN_TS-27.jpg,KAYUTANGAN,TS-27,,,,,
KAYUTANGAN_TU-25.jpg,KAYUTANGAN,TU-25,,,,,
KAYUTANGAN_TU-26.jpg,KAYUTANGAN,TU-26,,,,,
KAYUTANGAN_TU-27.jpg,KAYUTANGAN,TU-27,,,,,
KAYUTANGAN_TS-28.jpg,KAYUTANGAN,TS-28,,,,,
KAYUTANGAN_TU-28.jpg,KAYUTANGAN,TU-28,,,,,
ALUN_ALUN_TUGU_TB-01.jpg,ALUN_ALUN_TUGU,TB-01,,,,,
ALUN_ALUN_TUGU_TB-02.jpg,ALUN_ALUN_TUGU,TB-02,,,,,
ALUN_ALUN_TUGU_TB-03.jpg,ALUN_ALUN_TUGU,TB-03,,,,,
ALUN_ALUN_TUGU_TT-01.jpg,ALUN_ALUN_TUGU,TT-01,,,,,
ALUN_ALUN_TUGU_TT-02.jpg,ALUN_ALUN_TUGU,TT-02,,,,,
ALUN_ALUN_TUGU_TT-03.jpg,ALUN_ALUN_TUGU,TT-03,,,,,
ALUN_ALUN_TUGU_TB-04.jpg,ALUN_ALUN_TUGU,TB-04,,,,,
ALUN_ALUN_TUGU_TB-05.jpg,ALUN_ALUN_TUGU,TB-05,,,,,
ALUN_ALUN_TUGU_TB-06.jpg,ALUN_ALUN_TUGU,TB-06,,,,,
ALUN_ALUN_TUGU_TT-04.jpg,ALUN_ALUN_TUGU,TT-04,,,,,
ALUN_ALUN_TUGU_TT-05.jpg,ALUN_ALUN_TUGU,TT-05,,,,,
ALUN_ALUN_TUGU_TT-06.jpg,ALUN_ALUN_TUGU,TT-06,,,,,
ALUN_ALUN_TUGU_TB-07.jpg,ALUN_ALUN_TUGU,TB-07,,,,,
ALUN_ALUN_TUGU_TB-08.jpg,ALUN_ALUN_TUGU,TB-08,,,,,
ALUN_ALUN_TUGU_TB-09.jpg,ALUN_ALUN_TUGU,TB-09,,,,,
ALUN_ALUN_TUGU_TT-07.jpg,ALUN_ALUN_TUGU,TT-07,,,,,
ALUN_ALUN_TUGU_TT-08.jpg,ALUN_ALUN_TUGU,TT-08,,,,,
ALUN_ALUN_TUGU_TT-09.jpg,ALUN_ALUN_TUGU,TT-09,,,,,
ALUN_ALUN_TUGU_TS-10.jpg,ALUN_ALUN_TUGU,TS-10,,,,,
ALUN_ALUN_TUGU_TB-11.jpg,ALUN_ALUN_TUGU,TB-11,,,,,
ALUN_ALUN_TUGU_TB-12.jpg,ALUN_ALUN_TUGU,TB-12,,,,,
ALUN_ALUN_TUGU_TU-10.jpg,ALUN_ALUN_TUGU,TU-10,,,,,
ALUN_ALUN_TUGU_TT-11.jpg,ALUN_ALUN_TUGU,TT-11,,,,,
ALUN_ALUN_TUGU_TT-12.jpg,ALUN_ALUN_TUGU,TT-12,,,,,
ALUN_ALUN_TUGU_TB-13.jpg,ALUN_ALUN_TUGU,TB-13,,,,,
ALUN_ALUN_TUGU_TB-14.jpg,ALUN_ALUN_TUGU,TB-14,,,,,
ALUN_ALUN_TUGU_TB-15.jpg,ALUN_ALUN_TUGU,TB-15,,,,,
ALUN_ALUN_TUGU_TT-13.jpg,ALUN_ALUN_TUGU,TT-13,,,,,
ALUN_ALUN_TUGU_TT-14.jpg,ALUN_ALUN_TUGU,TT-14,,,,,
ALUN_ALUN_TUGU_TT-15.jpg,ALUN_ALUN_TUGU,TT-15,,,,,
ALUN_ALUN_TUGU_TB-16.jpg,ALUN_ALUN_TUGU,TB-16,,,,,
ALUN_ALUN_TUGU_TB-17.jpg,ALUN_ALUN_TUGU,TB-17,,,,,
ALUN_ALUN_TUGU_TB-18.jpg,ALUN_ALUN_TUGU,TB-18,,,,,
ALUN_ALUN_TUGU_TT-16.jpg,ALUN_ALUN_TUGU,TT-16,,,,,
ALUN_ALUN_TUGU_TT-17.jpg,ALUN_ALUN_TUGU,TT-17,,,,,
ALUN_ALUN_TUGU_TT-18.jpg,ALUN_ALUN_TUGU,TT-18,,,,,
ALUN_ALUN_TUGU_TB-19.jpg,ALUN_ALUN_TUGU,TB-19,,,,,
ALUN_ALUN_TUGU_TB-20.jpg,ALUN_ALUN_TUGU,TB-20,,,,,
ALUN_ALUN_TUGU_SS-01.jpg,ALUN_ALUN_TUGU,SS-01,,,,,
ALUN_ALUN_TUGU_TT-19.jpg,ALUN_ALUN_TUGU,TT-19,,,,,
ALUN_ALUN_TUGU_TT-20.jpg,ALUN_ALUN_TUGU,TT-20,,,,,
ALUN_ALUN_TUGU_SU-01.jpg,ALUN_ALUN_TUGU,SU-01,,,,,
